PROVIDER;DESCRIPTION;PROJECTID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-west4;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;6698361178922172589;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-west10;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;9025139933205774509;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-west12;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;8553495890666209453;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-west2;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;5347385456552853677;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-north2;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;4609668898695692461;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-west3;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;8513126466553921709;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-west9;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;1404553002914431149;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;asia-northeast2;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;8746008879062335661;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-southwest1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;33015601356882093;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;me-central1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;4178596994134851757;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-west6;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;5639549077854896301;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;asia-east1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;6980668722158256301;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-west1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;16346871935811757;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-central2;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;4419043647210406061;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;asia-southeast2;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;1585873585710055597;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;southamerica-west1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;8251863116311969965;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-west3;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;6181008947662307501;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;asia-southeast1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;3849405519176155309;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-north1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;343017553279074477;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;me-west1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;4037073496699584685;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;asia-east2;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;1016280043731304621;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;northamerica-south1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;7234548533992112301;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;africa-south1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;6525477586933137581;default;compute_subnet_flow_logs_enabled;False
